平台,订单ID,达人昵称,达人UID,达人号,粉丝数,带货类型,带货等级,近30日销量,申样时间,领样商品,店铺名称,商品价格,商品ID,商品规格,件数,媒介,创建人,审核时间,同步ERP时间,发货时间
抖音,SPUXBB20250709172722DXFEDXYOR,安默传媒—荣荣,"	",27945454309,1302,直播为主,,5008,2025-07-09 17:27,【加厚4层30抽*15包起】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,米莉马莉婴童用品旗舰店,19.8,"3706832255759548879	",【尝鲜试用】4层加厚30抽*15包,1,李冰心,李冰心,2025-07-09 17:28:48,2025-07-09 17:28:58,2025-07-10 09:40:34
抖音,SPUXBB202507091725124DFVUGXA1,丁丁家🏠,"	",59142296359,4089,视频为主,L2,1226,2025-07-09 17:25,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉婴童用品旗舰店,18.8,"3762490329077514529	",【冰感小毛巾】10包,1,王伟,王伟,2025-07-09 17:28:48,2025-07-09 17:28:58,2025-07-10 09:40:34
抖音,SPUXBB20250709172326CXLQVDYNP,丁丁爸,"804450864210467	",TDDS777777,37753,视频为主,L4,55111,2025-07-09 17:23,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉婴童用品旗舰店,35.6,"3762490329077514529	",【冰感小毛巾】20包,1,王伟,王伟,2025-07-09 17:23:59,2025-07-09 17:24:01,2025-07-10 09:40:34
抖音,SPUXBB202507091719325JW1JA9N2,贾乃亮,"62226264798	",jianailiang2019,48647399,直播为主,L6,548734,2025-07-09 17:19,米莉马莉100%棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾加厚棉柔巾,米莉马莉个人护理旗舰店,79.8,"3759723811717644965	",100%全棉洗脸巾80抽*3包,2,刘丹,刘丹,2025-07-09 17:19:48,2025-07-09 17:28:58,2025-07-10 09:40:34
抖音,SPUXBB20250709171911EANBSD8QB,满月月,"	",82493757059,3161,视频为主,,113,2025-07-09 17:19,米莉马莉100%纯棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾柔巾TZ,MillyMally亲子旗舰店,39.9,"3761733061759336624	",100%全棉洗脸巾80抽*3包,1,杜新新,杜新新,2025-07-09 17:24:38,2025-07-09 17:24:40,2025-07-10 09:40:34
抖音,SPUXBB20250709171727OXYU4XCOH,小小个💋,"	",37099072647,32487,视频为主,L3,4582,2025-07-09 17:17,米莉马莉便携手帕湿巾8抽*28包婴儿湿巾湿宝宝手口便携式便携湿巾,米莉马莉个人护理旗舰店,9.9,"3711247510216507479	",便携手帕湿巾8抽*28包,1,杜新新,杜新新,2025-07-09 17:17:36,2025-07-09 17:17:38,2025-07-10 09:40:34
抖音,SPUXBB20250709171727OXYU4XCOH,小小个💋,"	",37099072647,32487,视频为主,L3,4582,2025-07-09 17:17,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉婴童用品旗舰店,18.8,"3762490329077514529	",【冰感小毛巾】10包,1,杜新新,杜新新,2025-07-09 17:17:36,2025-07-09 17:17:38,2025-07-10 09:40:34
抖音,SPUXBB20250709171709RW74ASG11,粉红兔子baby,"1450992515949021	",79374444146,10128,视频为主,L4,3091,2025-07-09 17:17,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉婴童用品旗舰店,35.6,"3762490329077514529	",【冰感小毛巾】20包,1,王伟,王伟,2025-07-09 17:17:26,2025-07-09 17:17:28,2025-07-10 09:40:34
抖音,SPUXBB202507091715596TK72GA5Q,大王母婴仓,"92932377915	",33970030078,80644,直播为主,L5,65158,2025-07-09 17:15,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉婴童用品旗舰店,19.8,"3761524987874378009	",婴儿手口湿巾20抽*10包,1,杜新新,杜新新,2025-07-09 17:16:10,2025-07-09 17:16:12,2025-07-10 09:40:33
抖音,SPUXBB202507091715596TK72GA5Q,大王母婴仓,"92932377915	",33970030078,80644,直播为主,L5,65158,2025-07-09 17:15,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉官方旗舰店,35.6,"3762486961764433923	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:16:10,2025-07-09 17:16:12,2025-07-10 09:40:33
快手,SPUXBB20250709171403CSD242D8Q,厨具大全-高进,"352374641	",zhengjian1109,1608797,,,0,2025-07-09 17:14,米莉马莉一次性床上四件套三件套床单被罩枕套酒店旅行TZ,米莉马莉母婴旗舰店,26.5,"24785465374810	",小兔子，四件套双人套装*3套,1,杜新新,杜新新,2025-07-09 17:15:15,2025-07-09 17:15:17,2025-07-10 09:40:33
快手,SPUXBB20250709171403CSD242D8Q,厨具大全-高进,"352374641	",zhengjian1109,1608797,,,0,2025-07-09 17:14,【米莉马莉】20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉母婴旗舰店,9.9,"24785267038810	",婴儿手口湿巾20抽*10包,1,杜新新,杜新新,2025-07-09 17:15:15,2025-07-09 17:15:17,2025-07-10 09:40:33
抖音,SPUXBB20250709171345YIDTRPPMJ,贾乃亮,"62226264798	",jianailiang2019,48647399,直播为主,L6,548734,2025-07-09 17:13,【销售爆款】洗脸巾一次性壁挂式洁面巾婴儿绵柔巾加厚悬挂擦脸巾,MillyMally亲子旗舰店,39.6,"3675307187468632092	",【加厚珍珠纹】100抽*6提,1,刘丹,刘丹,2025-07-09 17:13:55,2025-07-09 17:14:02,2025-07-10 10:20:22
抖音,SPUXBB20250709171304Z0WGM5P6M,小丸莊,"	",46668888459,1454,直播为主,L3,11598,2025-07-09 17:13,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,杜新新,杜新新,2025-07-09 17:15:24,2025-07-09 17:15:26,2025-07-10 09:40:33
抖音,SPUXBB20250709171226WP2KABCO3,有点小梨谱,"	",L67888899,3425,直播为主,,614,2025-07-09 17:12,【3层30抽*15包】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,MillyMally亲子旗舰店,19.9,"3753192607556174749	",30抽*15包,1,杜新新,杜新新,2025-07-09 17:15:35,2025-07-09 17:15:38,2025-07-10 09:40:33
抖音,SPUXBB20250709171217GHXYQ6ULJ,万达孕婴仓（徐总甄选）,"2030138370042372	",36407153102,8114,直播为主,,8711,2025-07-09 17:12,米莉马莉20抽湿巾随身装婴幼儿新生宝宝手口专用家用小包便携湿巾,涵惜婴童用品旗舰店,19.8,"3761533453179421065	",婴儿手口湿巾20抽*10包,1,王伟,王伟,2025-07-09 17:15:44,2025-07-09 17:15:46,2025-07-10 09:40:33
快手,SPUXBB20250709171007Q3Q4WZGGN,miss zs123,"	",zs857972256,291952,视频为主,,6325,2025-07-09 17:10,【燕青专属 】米莉马莉婴儿湿巾宝宝手口实惠大包装,米莉马莉官方旗舰店,29.9,"24775563110356	",80抽*10包,1,杜新新,杜新新,2025-07-09 17:15:59,2025-07-09 17:16:02,2025-07-09 18:20:25
抖音,SPUXBB202507091709444COQ2OEZW,万达孕婴仓（徐总母婴）,"4172005611929971	",49963962076,73950,直播为主,L5,30158,2025-07-09 17:09,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉婴童用品旗舰店,35.6,"3762490329077514529	",【冰感小毛巾】20包,1,王伟,王伟,2025-07-09 17:16:32,2025-07-09 17:16:34,2025-07-10 09:40:33
快手,SPUXBB202507091709014F9IE8GVH,九妈家童装源头工厂,"217096493	",217096493,2629028,视频为主,,298677,2025-07-09 17:09,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,18.8,"24788822899356	",冰感小毛巾1条*10包，绿色,1,万明月,万明月,2025-07-09 17:16:43,2025-07-09 17:16:45,2025-07-10 09:40:33
快手,SPUXBB20250709170900VIXI4B8ML,丫妈日记,"	",1144551743,0,,,0,2025-07-09 17:09,【米莉马莉】20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉母婴旗舰店,9.9,"24785267038810	",婴儿手口湿巾20抽*10包,1,杜新新,杜新新,2025-07-09 17:16:53,2025-07-09 17:16:55,2025-07-10 09:40:33
抖音,SPUXBB20250709170735MQD28EOGE,月明说房,"2594447697645587	",v18697268717,161641,视频为主,L2,1663,2025-07-09 17:07,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,祝洪玲,祝洪玲,2025-07-09 17:17:15,2025-07-09 17:17:18,2025-07-10 09:40:33
视频号,SPUXBB20250709170557G3RD503T7,60三姐妹,"	",sphxDYEzuNkDLz3,0,,,0,2025-07-09 17:05,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个护,35.6,"10000264250478	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:15:03,2025-07-09 17:15:05,2025-07-10 09:40:33
视频号,SPUXBB20250709170557HO9L9SSU1,露清爱生活,"	",sph0YCu8mpVgOsI,0,,,0,2025-07-09 17:05,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个护,35.6,"10000264250478	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:17:46,2025-07-09 17:17:48,2025-07-10 09:40:33
快手,SPUXBB20250709170449M7SLY381H,厨具大全-高进,"352374641	",zhengjian1109,1608797,,,0,2025-07-09 17:04,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,35.6,"24788822899356	",冰感小毛巾1条*20包，绿色,1,杜新新,杜新新,2025-07-09 17:05:34,2025-07-09 17:13:21,2025-07-10 09:40:33
抖音,SPUXBB20250709170252QT4OG0W7C,温仙女,"	",1486818558,6767755,直播为主,,60070,2025-07-09 17:02,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,18.8,"3762139389346578637	",【冰感小毛巾】10包,1,刘丹,刘丹,2025-07-09 17:03:43,2025-07-09 17:03:46,2025-07-10 09:40:33
抖音,SPUXBB20250709170252QT4OG0W7C,温仙女,"	",1486818558,6767755,直播为主,,60070,2025-07-09 17:02,米莉马莉湿厕纸壁挂式家庭实惠装80抽厕所湿纸巾女士悬挂式抽纸,米莉马莉个人护理旗舰店,32.9,"3761343660805980184	",挂壁式纯水湿厕纸80抽*5包,1,刘丹,刘丹,2025-07-09 17:03:43,2025-07-09 17:03:46,2025-07-10 09:40:33
抖音,SPUXBB20250709170252QT4OG0W7C,温仙女,"	",1486818558,6767755,直播为主,,60070,2025-07-09 17:02,米莉马莉100%棉洗脸巾壁挂式一次性洁面巾悬挂式擦脸巾加厚棉柔巾,米莉马莉个人护理旗舰店,39.9,"3759723811717644965	",100%全棉洗脸巾80抽*3包,1,刘丹,刘丹,2025-07-09 17:03:43,2025-07-09 17:03:46,2025-07-10 09:40:33
抖音,SPUXBB20250709170252QT4OG0W7C,温仙女,"	",1486818558,6767755,直播为主,,60070,2025-07-09 17:02,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉婴童用品旗舰店,19.8,"3761524987874378009	",婴儿手口湿巾20抽*10包,1,刘丹,刘丹,2025-07-09 17:03:43,2025-07-09 17:03:46,2025-07-10 09:40:33
抖音,SPUXBB2025070917003181ARYEUPD,睿宝麻麻,"4084054254420816	",62661943339,7102,视频为主,L5,10425,2025-07-09 17:00,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉婴童用品旗舰店,35.6,"3762490329077514529	",【冰感小毛巾】20包,1,王伟,王伟,2025-07-09 17:17:56,2025-07-09 17:17:58,2025-07-10 09:40:33
抖音,SPUXBB202507091658015MRJ759YW,来欧杂货铺（雨婷）,"	",laiou1314521,80477,直播为主,,159338,2025-07-09 16:58,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉婴童用品旗舰店,18.8,"3762490329077514529	",【冰感小毛巾】10包,1,樊雅静,樊雅静,2025-07-09 16:58:15,2025-07-09 16:58:20,2025-07-10 09:40:33
快手,SPUXBB202507091656473XFKYD948,毛豆妈童装早8点直播,"323319561	",MDM323319561,591857,视频为主,,0,2025-07-09 16:56,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉母婴旗舰店,35.6,"24789523007810	",冰感小毛巾1条*20包，绿色,1,万明月,万明月,2025-07-09 17:18:09,2025-07-09 17:18:13,2025-07-09 18:20:25
快手,SPUXBB20250709165411J7PEA1V,阿飞百货,"4811387914	",4811387914,728,,,0,2025-07-09 16:54,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,35.6,"24788822899356	",冰感小毛巾1条*20包，绿色,1,杜新新,杜新新,2025-07-09 17:18:20,2025-07-09 17:18:23,2025-07-10 09:40:32
快手,SPUXBB202507091654112S7MHGE99,赫赫母婴生活馆,"49551691	",Hehemeimei0219,663859,视频为主,,135510,2025-07-09 16:54,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,35.6,"24788822899356	",冰感小毛巾1条*20包，绿色,1,杜新新,杜新新,2025-07-09 17:18:31,2025-07-09 17:18:33,2025-07-10 10:20:22
快手,SPUXBB20250709165409VXC62AU76,丫妈日记,"	",1144551743,0,,,0,2025-07-09 16:54,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,35.6,"24788822899356	",冰感小毛巾1条*20包，绿色,1,杜新新,杜新新,2025-07-09 17:19:11,2025-07-09 17:19:12,2025-07-10 09:40:32
快手,SPUXBB20250709164857TVIZ9ABD2,UCStyle主理人,"741660580	",UC5858588,437044,,,0,2025-07-09 16:48,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,18.8,"24788822899356	",冰感小毛巾1条*10包，绿色,1,万明月,万明月,2025-07-09 17:28:48,2025-07-09 17:28:58,2025-07-09 18:20:25
抖音,SPUXBB20250709164533HHJD3MW6F,晶晶一家人,"2641494178278375	",j89898900,253696,直播为主,L5,5885,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 16:56:39,2025-07-09 17:13:38,2025-07-10 09:40:32
抖音,SPUXBB202507091645322BKA3VG8T,泽泽麻麻（努力中）,"1657689697158083	",2196330761,3055,视频为主,,927,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:28:48,2025-07-09 17:28:58,2025-07-10 09:40:30
抖音,SPUXBB202507091645327A9X4N4U9,亚亚呀,"3025457594765812	",35237391157,20383,视频为主,L4,14,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:28:48,2025-07-09 17:28:58,2025-07-10 09:40:30
抖音,SPUXBB20250709164532BQK2COE6O,深海里的星星🌟,"79921095176	",165468212,484621,视频为主,L4,41940,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:28:48,2025-07-09 17:28:58,2025-07-10 09:40:30
抖音,SPUXBB202507091645315U6JNG3NV,云柔巾破价专场,"1009771389916620	",20885777064,24432,直播为主,,8007,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:28:47,2025-07-09 17:28:58,2025-07-10 09:40:30
抖音,SPUXBB20250709164531A130YUN0N,是蕾蕾吖（哺乳期）,"3725584051739172	",81518441675,23830,视频为主,L4,43867,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:28:47,2025-07-09 17:28:58,2025-07-10 09:40:29
抖音,SPUXBB20250709164531EITLRC0JH,我是然然麻麻吖💗,"88292092968	",Misi_Miss,13372,视频为主,L5,6365,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:28:47,2025-07-09 17:28:58,2025-07-10 09:40:29
抖音,SPUXBB20250709164531IHR7757UE,刘刘儿是我(带娃中),"1117521815278328	",66668689104,13695,视频为主,L5,2513,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:28:47,2025-07-09 17:28:58,2025-07-10 09:40:29
抖音,SPUXBB20250709164531M1WO2YAY6,达沃商超生活馆,"231350561681588   	",89844867015,22722,直播为主,,15601,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:28:47,2025-07-09 17:28:58,2025-07-10 09:40:29
抖音,SPUXBB20250709164531Q2ZP1E6PF,小马母婴,"7412085369187927100	",lgsy2025,24715,直播为主,L5,1195,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:28:47,2025-07-09 17:28:58,2025-07-10 09:40:29
抖音,SPUXBB20250709164531UU7KRUB42,小黑的快乐超市（收徒）,"1909223797030919	",92151027933,108767,直播为主,L5,11491,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:28:48,2025-07-09 17:28:58,2025-07-10 09:40:29
抖音,SPUXBB20250709164531YIXXOEBVU,潘潘母婴（星期一二四六下午一点半开播～,"94849089082	",lyw1688,174036,直播为主,L5,37564,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:28:48,2025-07-09 17:28:58,2025-07-10 09:40:29
抖音,SPUXBB20250709164530YOOFZ5WTS,Miss Zhang的好感生活,"	",356568352,467619,视频为主,L3,2070,2025-07-09 16:45,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,杜新新,杜新新,2025-07-09 17:14:42,2025-07-09 17:14:55,2025-07-09 18:20:25
抖音,SPUXBB202507091639029VWIYSX3B,陈三废姐弟19号早8点蓝月亮至尊洗衣专场,"83307044560	",chensanfeigg31,44240708,直播为主,L6,974753,2025-07-09 16:39,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,71.2,"3762139389346578637	",【冰感小毛巾】20包,2,耿竹林,耿竹林,2025-07-09 16:43:03,2025-07-09 17:13:47,2025-07-10 09:40:29
抖音,SPUXBB20250709163733BGQTZLJJV,小李的幸福生活,"109888251899	",tongqiangzhang,1080,视频为主,,142,2025-07-09 16:37,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,18.8,"3762139389346578637	",【冰感小毛巾】10包,1,祝洪玲,祝洪玲,2025-07-09 16:37:48,2025-07-09 16:37:51,2025-07-10 09:40:29
抖音,SPUXBB20250709163641JQZ6QMWVT,小娜北鼻,"85439021843	",momokekkna1112,679830,直播为主,L4,5591,2025-07-09 16:36,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉个人护理旗舰店,35.6,"3762139389346578637	",【冰感小毛巾】20包,1,祝洪玲,祝洪玲,2025-07-09 16:36:53,2025-07-09 17:13:47,2025-07-10 09:40:29
抖音,SPUXBB20250709163641JQZ6QMWVT,小娜北鼻,"85439021843	",momokekkna1112,679830,直播为主,L4,5591,2025-07-09 16:36,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口专用小包便携湿巾,米莉马莉婴童用品旗舰店,19.8,"3761524987874378009	",婴儿手口湿巾20抽*10包,1,祝洪玲,祝洪玲,2025-07-09 16:36:53,2025-07-09 17:13:47,2025-07-10 09:40:29
快手,SPUXBB20250709163526RQ6HUEPBU,微微光光,"156643357	",z2210390063,262042,,,0,2025-07-09 16:35,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,35.6,"24788822899356	",冰感小毛巾1条*20包，绿色,1,祝洪玲,祝洪玲,2025-07-09 16:37:05,2025-07-09 17:13:47,2025-07-10 09:40:29
抖音,SPUXBB20250709163518RX0JTKMK0,暴富🌷好物分享🍃,"	",97534400951,3862,视频为主,,24,2025-07-09 16:35,【3层30抽*15包】米莉马莉婴儿乳霜保湿柔纸巾母婴云柔纸巾,MillyMally亲子旗舰店,19.9,"3753192607556174749	",30抽*15包,1,樊雅静,樊雅静,2025-07-09 16:37:59,2025-07-09 16:38:01,2025-07-10 09:40:29
快手,SPUXBB20250709163452AD00SQVOY,小张叭叭叭,"2838726529	",2838726529,246777,,,0,2025-07-09 16:34,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,35.6,"24788822899356	",冰感小毛巾1条*20包，绿色,1,祝洪玲,祝洪玲,2025-07-09 16:38:11,2025-07-09 17:13:47,2025-07-10 09:40:29
快手,SPUXBB20250709163420MOF1JP0W3,甜姐不大甜,"2125729154	",2125729154,302363,,,0,2025-07-09 16:34,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,35.6,"24788822899356	",冰感小毛巾1条*20包，绿色,1,祝洪玲,祝洪玲,2025-07-09 16:38:21,2025-07-09 17:13:47,2025-07-10 09:40:29
抖音,SPUXBB202507091633595NAY0YZK9,椰椰曲奇🍪,"	",Yau_mi,1940,直播为主,L3,75,2025-07-09 16:33,米莉马莉80抽10包婴儿湿巾新生手口专用宝宝幼儿童家庭实惠大包装,米莉马莉官方旗舰店,29.9,"3606452610296612692	",80抽*10包,1,耿竹林,耿竹林,2025-07-09 16:34:20,2025-07-09 16:35:50,2025-07-10 09:40:27
快手,SPUXBB20250709163339PVYGXN4M5,慧慧＠小超,"4238416009	",4238416009,51377,,,0,2025-07-09 16:33,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,35.6,"24788822899356	",冰感小毛巾1条*20包，绿色,1,祝洪玲,祝洪玲,2025-07-09 16:38:31,2025-07-09 17:13:47,2025-07-10 09:40:27
快手,SPUXBB20250709163208GWUJWPGDD,希希公子（为你而战）,"1700403676	",xixigongzi11111111,1013963,视频为主,,41620,2025-07-09 16:32,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,18.8,"24788822899356	",冰感小毛巾1条*10包，绿色,1,祝洪玲,祝洪玲,2025-07-09 16:32:55,2025-07-09 16:33:00,2025-07-10 09:40:27
快手,SPUXBB20250709163208GWUJWPGDD,希希公子（为你而战）,"1700403676	",xixigongzi11111111,1013963,视频为主,,41620,2025-07-09 16:32,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口用小包,米莉马莉官方旗舰店,9.9,"24757284443356	",婴儿手口湿巾20抽*10包,1,祝洪玲,祝洪玲,2025-07-09 16:32:55,2025-07-09 16:33:00,2025-07-10 09:40:27
抖音,SPUXBB20250709163015VBXJPJNMF,奶爸冲哥-上海CBME母婴展会专场,"1605734489402583	",55146137188,753097,直播为主,L4,77776,2025-07-09 16:30,米莉马莉冰感毛巾清凉降温军训必备夏季凉感湿巾止汗运动冰凉毛巾,米莉马莉婴童用品旗舰店,35.6,"3762490329077514529	",【冰感小毛巾】20包,1,王伟,王伟,2025-07-09 16:30:32,2025-07-09 17:13:47,2025-07-10 09:40:27
快手,SPUXBB20250709163013DJ75NI4I2,王苗up,"52303843	",t52303843,152077,,,0,2025-07-09 16:30,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,18.8,"24788822899356	",冰感小毛巾1条*10包，绿色,1,祝洪玲,祝洪玲,2025-07-09 16:30:45,2025-07-09 16:30:47,2025-07-10 09:40:27
快手,SPUXBB20250709163013DJ75NI4I2,王苗up,"52303843	",t52303843,152077,,,0,2025-07-09 16:30,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口用小包,米莉马莉官方旗舰店,9.9,"24757284443356	",婴儿手口湿巾20抽*10包,1,祝洪玲,祝洪玲,2025-07-09 16:30:45,2025-07-09 16:30:47,2025-07-10 09:40:27
快手,SPUXBB202507091629197OI0M0B2C,马 小 慧👩,"337678269	",RichM-1001,64565,,,0,2025-07-09 16:29,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,18.8,"24788822899356	",冰感小毛巾1条*10包，绿色,1,祝洪玲,祝洪玲,2025-07-09 16:30:55,2025-07-09 16:30:57,2025-07-10 09:40:26
快手,SPUXBB202507091629197OI0M0B2C,马 小 慧👩,"337678269	",RichM-1001,64565,,,0,2025-07-09 16:29,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口用小包,米莉马莉官方旗舰店,9.9,"24757284443356	",婴儿手口湿巾20抽*10包,1,祝洪玲,祝洪玲,2025-07-09 16:30:55,2025-07-09 16:30:57,2025-07-10 09:40:26
快手,SPUXBB20250709162722VOPLRCEUZ,可乐母婴-童品,"1393196557	",1393196557,453628,直播为主,,10235,2025-07-09 16:27,米莉马莉冰感毛巾清凉降温夏季凉感湿巾止汗运动,米莉马莉官方旗舰店,35.6,"24788822899356	",冰感小毛巾1条*20包，绿色,1,祝洪玲,祝洪玲,2025-07-09 16:27:41,2025-07-09 17:13:47,2025-07-10 09:40:26
快手,SPUXBB20250709162722VOPLRCEUZ,可乐母婴-童品,"1393196557	",1393196557,453628,直播为主,,10235,2025-07-09 16:27,米莉马莉20抽湿巾随身装新生婴幼儿宝宝手口用小包,米莉马莉官方旗舰店,19.8,"24757284443356	",婴儿手口湿巾20抽*10包,2,祝洪玲,祝洪玲,2025-07-09 16:27:41,2025-07-09 17:13:47,2025-07-10 09:40:26
